studentCode,StudentName,modeoftransport,Distance,Emission
4541,Timofei,Bus,372,22.95
4542,Davis,Car,105,91.53
4543,Yorgo,E-scooter,302,26.98
4544,Theresita,Walk,317,0
4545,Betta,Car,85,36.55
4546,Patty,E-scooter,385,70.14
4547,Tessie,Motor Bike,83,64.31
4548,Moina,Car,270,19.57
4549,Tilly,Train,164,30.28
4550,Elna,Bike,284,0
4551,Melba,Train,330,76.28
4552,Jilleen,Motor Bike,310,23.55
4553,Shannon,Motor Bike,288,9.57
4554,Eleen,Bike,372,0
4555,Gaynor,Bus,387,45.27
4556,Foster,Motor Bike,372,99.9
4557,Deck,Car,126,6.18
4558,Aylmer,Car,493,35.69
4559,Pam,Walk,52,0
4560,Addi,E-scooter,197,17.82
4561,Maxi,Car,389,87.21
4562,Blanche,Walk,201,0
4563,Bradford,Motor Bike,344,10
4564,Antone,Car,480,70.56
4565,Gilberto,Train,224,8.91
4566,Hansiain,Bike,102,0
4567,Aurelia,E-scooter,411,56.83
4568,Der,Bus,230,36.56
4569,Herold,E-scooter,76,0.75
4570,Regan,Car,229,55.73
4571,Patton,Bike,285,0
4572,Gail,E-scooter,471,19.6
4573,Isa,Bus,497,3.09
4574,Alexandro,Car,423,76.94
4575,Fanchette,Bike,238,0
4576,Chip,Motor Bike,405,47.1
4577,Dara,Walk,223,0
4578,Dallas,Walk,112,0
4579,Glad,Bus,251,12.84
4580,Dorian,Motor Bike,0,28.9
4581,Elsworth,E-scooter,3,55.04
4582,Leshia,Bike,100,0
4583,Joela,E-scooter,120,89.98
4584,Bernarr,E-scooter,180,19.58
4585,Betsy,Car,296,19.87
4586,Gan,Bus,472,57.13
4587,Eleonore,E-scooter,493,59.7
4588,Howey,Car,241,19.5
4589,Cristy,Car,441,11.83
4590,Dagny,Bus,92,62.62
4591,Tildie,Train,93,93.96
4592,Corny,Car,178,77.8
4593,Regina,E-scooter,54,14.89
4594,Gussy,Motor Bike,217,7.99
4595,Lina,Motor Bike,223,92.91
4596,Nigel,E-scooter,171,33.45
4597,Stacie,Bike,297,0
4598,Chiarra,Bike,17,0
4599,Mariejeanne,Car,320,73.57
4600,Garland,Car,60,52.21
4601,Tedmund,Train,301,53.4
4602,Roana,Train,215,44.01
4603,Beryle,Bike,470,0
4604,Myrwyn,Car,147,61.39
4605,Margaretta,E-scooter,47,75.36
4606,Tad,Car,25,58.02
4607,Betti,E-scooter,257,67.06
4608,Ulrick,Motor Bike,257,55.93
4609,Ericka,Train,216,81.52
4610,Brynn,Motor Bike,320,7.09
4611,Joni,Train,14,3.78
4612,Ambur,Walk,307,0
4613,Melinda,Bike,438,0
4614,Jorey,Motor Bike,451,55.49
4615,Birdie,Motor Bike,221,54.81
4616,Maressa,Car,290,55.16
4617,Dyanna,E-scooter,456,60.79
4618,Carmine,Motor Bike,162,65.28
4619,Ivett,Car,119,69.06
4620,Henrietta,Train,108,3.82
4621,Ilse,Motor Bike,233,60.71
4622,Gertrudis,Bus,97,87.04
4623,Cthrine,Train,20,87.62
4624,Mignon,Car,165,62.22
4625,Libbie,Bus,95,9.39
4626,Anestassia,Car,1,75.42
4627,Kermie,Bike,112,0
4628,Steward,Motor Bike,374,10.86
4629,Friederike,Walk,273,0
4630,Ryann,Walk,127,0
4631,Gilly,Motor Bike,245,47.3
4632,Gray,Walk,263,0
4633,Joane,Train,219,44.44
4634,Roana,Walk,15,0
4635,William,Bus,44,20.83
4636,Ilyse,E-scooter,304,92.46
4637,Corny,Train,233,84.17
4638,Ardisj,E-scooter,383,87.95
4639,Daffi,Car,243,15.97
4640,Caria,Train,85,96.88
4641,Taryn,E-scooter,10,38.46
4642,Payton,Bus,420,48.48
4643,Farlie,Walk,146,0
4644,Joel,Motor Bike,4,78.38
4645,Hillary,Walk,310,0
4646,Gladi,Bus,454,15.34
4647,Jillane,Motor Bike,451,59.06
4648,Johnathon,Bike,495,0
4649,Ashley,E-scooter,493,59.83
4650,Iain,Motor Bike,246,11.8
4651,Ward,Motor Bike,60,13.79
4652,Suki,Bus,331,64.04
4653,Dal,Walk,79,0
4654,Dickie,E-scooter,122,37.12
4655,Marquita,Motor Bike,131,12.85
4656,Karee,Bike,1,0
4657,Taylor,Train,50,10.31
4658,Dinny,Motor Bike,238,30.31
4659,Neddie,Bike,381,0
4660,Basia,Walk,481,0
4661,Juieta,E-scooter,215,85.64
4662,Kikelia,Train,46,82.18
4663,Robinia,E-scooter,158,55.62
4664,Monte,Motor Bike,391,74.8
4665,Bennett,Bus,179,65.02
4666,Boigie,Bus,461,31.48
4667,Tully,Motor Bike,389,63.59
4668,Eduino,E-scooter,425,71.69
4669,Katerine,Walk,427,0
4670,Annalise,Bus,380,55.05
4671,Tomaso,Motor Bike,0,5.17
4672,Lucinda,Walk,380,0
4673,Silva,E-scooter,448,7.8
4674,Massimiliano,Car,43,77.91
4675,Dody,Motor Bike,149,66.08
4676,Cal,Bike,391,0
4677,Diannne,Motor Bike,319,55.41
4678,Cymbre,Motor Bike,408,91.75
4679,Jolene,Bus,94,74.37
4680,Tadd,E-scooter,245,39.95
4681,Lilas,E-scooter,425,79.63
4682,Becca,Train,147,32.53
4683,Karita,Motor Bike,175,42.49
4684,Denver,Walk,51,0
4685,Ryon,Train,0,21.34
4686,Dougie,E-scooter,242,90.45
4687,Krystyna,Motor Bike,380,29.06
4688,Rosamund,Train,248,59.46
4689,Eugenio,Walk,297,0
4690,Coleman,E-scooter,41,94.4
4691,Corina,Bike,266,0
4692,Emanuele,Bike,295,0
4693,Micaela,Car,407,34.61
4694,Bayard,Train,51,95.55
4695,Stanfield,Bike,266,0
4696,Barbra,Train,15,43.8
4697,Richy,Walk,280,0
4698,Gussie,Walk,153,0
4699,Isadora,Car,361,57.22
4700,Ryley,Bus,29,97.61
4701,Dugald,Motor Bike,449,64.46
4702,Filberto,Train,8,55.65
4703,Dasi,Car,8,24.12
4704,Prudi,E-scooter,51,88.65
4705,Melamie,Motor Bike,444,26.97
4706,Colly,Motor Bike,2,59.53
4707,Mirelle,Car,63,58.83
4708,Rosaline,Car,247,16.17
4709,Mal,Bus,222,81.9
4710,Noland,Bus,488,80.42
4711,Ursulina,Bus,1,40.47
4712,Janean,Car,281,2.23
4713,Natka,Bus,173,58.75
4714,Maddie,Motor Bike,438,59.81
4715,Ringo,E-scooter,348,90.51
4716,Kaylee,Train,500,5.76
4717,Cheston,Motor Bike,125,71.64
4718,Langston,E-scooter,416,60.84
4719,Ashlin,Train,468,90.8
4720,Michele,Motor Bike,52,95.01
4721,Devondra,Walk,0,0
4722,Laurens,Walk,409,0
4723,Sibel,Walk,210,0
4724,Ariadne,Bike,436,0
4725,Baillie,Train,206,48.8
4726,Coreen,Bike,338,0
4727,Rosita,Train,462,67.88
4728,Dorie,Car,29,43.44
4729,Aurilia,Motor Bike,62,92.83
4730,Wilmer,Train,494,80.15
4731,Domenico,Car,56,47.9
4732,Towny,Train,349,42.41
4733,Godiva,Train,181,12.22
4734,Raffarty,Bus,431,95.92
4735,Randene,Bus,60,47.64
4736,Magnum,Walk,341,0
4737,Carlye,Walk,139,0
4738,Katerine,Walk,80,0
4739,Sherill,Car,244,39.42
4740,Ulla,Walk,401,0
4741,Monro,Train,28,65.34
4742,Jo-ann,Motor Bike,491,9.79
4743,Marianna,Bus,199,49.85
4744,Vivianne,Motor Bike,343,73.94
4745,Mariel,Bike,199,0
4746,Laverne,Car,460,77.19
4747,Alica,Bus,36,67.83
4748,Immanuel,Walk,390,0
4749,Tamra,Car,331,54.44
4750,Viva,Bike,183,0
4751,Camile,E-scooter,416,50.47
4752,Jacquelin,Bike,205,0
4753,Garret,Train,355,3.45
4754,Roth,Bus,117,31.91
4755,Porty,Motor Bike,413,51.52
4756,Patrica,Bus,352,78.71
4757,Laurena,Bus,387,33.08
4758,Aksel,Bike,196,0
4759,Elsbeth,Train,359,17.87
4760,Wynny,E-scooter,336,1.53
4761,Tillie,E-scooter,261,47.98
4762,Locke,Car,274,93.12
4763,Pearla,Walk,66,0
4764,Claudine,Train,152,13.92
4765,Vale,Motor Bike,454,43.31
4766,Lucky,Walk,104,0
4767,Lelah,Walk,275,0
4768,Maximilien,Motor Bike,253,29.34
4769,Marieann,Train,495,60.32
4770,Ibbie,Walk,458,0
4771,Anett,Bus,70,12.47
4772,Sunshine,Walk,72,0
4773,Blaire,Motor Bike,150,73.41
4774,Ashien,Bus,28,87.21
4775,Ebonee,Train,293,0.76
4776,Ingra,Bus,216,69.19
4777,Quintana,Bike,383,0
4778,Goldia,Walk,457,0
4779,Yorgo,Car,460,49.98
4780,Yoshi,Motor Bike,450,41.61
4781,Bendix,E-scooter,195,10.09
4782,Bailie,Bus,265,82.77
4783,Tomas,Motor Bike,57,6.78
4784,Marijn,Bike,428,0
4785,Merlina,Train,169,96.61
4786,Ted,Car,86,67.41
4787,Wallie,Bike,83,0
4788,Aleta,Bus,467,75.87
4789,Juanita,Walk,199,0
4790,Vinny,E-scooter,167,35.47
4791,Ximenez,Train,284,57.51
4792,Ichabod,Motor Bike,324,69.54
4793,Poul,Walk,178,0
4794,Amanda,E-scooter,292,42.58
4795,Matti,E-scooter,313,2.87
4796,Maxine,Car,361,81.87
4797,Valma,Bike,488,0
4798,Garald,E-scooter,180,94.4
4799,Hewitt,Bus,408,9.53
4800,Axe,E-scooter,238,76.52
4801,Kennan,Bus,249,22.37
4802,Timoteo,E-scooter,276,26.43
4803,Katherine,E-scooter,170,69.67
4804,Forester,Train,0,94.09
4805,Alta,Car,386,66.12
4806,Maren,Bus,75,40.99
4807,Bernardo,Motor Bike,356,65.76
4808,Glynnis,Motor Bike,366,71.04
4809,Ilyssa,Walk,61,0
4810,Cody,Walk,56,0
4811,Sydelle,Bus,235,41.17
4812,Brod,Train,342,11.35
4813,Jerri,Bus,242,31.35
4814,Willamina,Car,330,20.83
4815,Nolly,Bus,250,4.63
4816,Aline,Train,206,92.41
4817,Shandra,Motor Bike,457,39.18
4818,Field,Car,79,39.42
4819,Townsend,Bus,68,59.8
4820,Haily,Car,459,77.58
4821,Mellie,Train,323,36.76
4822,Ashlie,Bike,188,0
4823,Gerri,Bike,413,0
4824,Jerrie,E-scooter,418,82.74
4825,Jordan,Train,301,70.66
4826,Leopold,Motor Bike,190,17.49
4827,Zed,E-scooter,408,6.93
4828,Hedda,Bus,343,46.37
4829,Sharla,Bike,490,0
4830,Cordell,Walk,471,0
4831,Stillman,E-scooter,59,29.83
4832,Reinwald,Motor Bike,150,62.45
4833,Trenna,Car,144,95
4834,Cherri,E-scooter,325,23.5
4835,Caralie,Bus,121,50.57
4836,Maible,Train,80,37.44
4837,Kristoffer,Train,161,2.85
4838,Chucho,E-scooter,32,86.02
4839,Filberto,Bike,384,0
4840,Kevin,Bike,419,0
4841,Brunhilda,Walk,240,0
4842,Malinde,Walk,451,0
4843,Elmore,Train,432,33.43
4844,Val,Bus,212,11.05
4845,Susy,Bus,90,35.73
4846,Kennedy,Bus,67,21.36
4847,Vern,Motor Bike,5,76.87
4848,Jameson,Motor Bike,88,53.57
4849,Fey,Car,0,28.37
4850,Niven,Walk,45,0
4851,Angelica,Motor Bike,117,28.97
4852,Wini,Bike,91,0
4853,Kerry,Car,210,43.44
4854,Micaela,Train,359,0.43
4855,Elinor,Bike,362,0
4856,Julian,Motor Bike,0,5.64
4857,Hall,Bike,316,0
4858,Felicle,Walk,159,0
4859,Dame,E-scooter,137,5.34
4860,Inge,E-scooter,161,38.31
4861,Pauletta,Motor Bike,204,1.28
4862,Christen,E-scooter,330,4.07
4863,Krystalle,E-scooter,37,53.31
4864,Milly,Bus,428,74.62
4865,Bronson,Train,125,93.58
4866,Gene,Motor Bike,289,7.32
4867,Clarette,Train,416,47.03
4868,Thorvald,Train,0,81.49
4869,Lianne,Bike,441,0
4870,Ysabel,Motor Bike,94,39.07
4871,Page,Motor Bike,387,69.12
4872,Sandie,Bike,99,0
4873,Mathilda,Walk,73,0
4874,Yank,Train,398,82.34
4875,Madge,E-scooter,214,28.79
4876,Jolene,Train,499,76.02
4877,Clevie,Train,193,22.02
4878,Julian,E-scooter,0,47.62
4879,Vanya,Walk,477,0
4880,Faunie,Car,0,60.95
4881,Wilfred,Motor Bike,78,53
4882,Barnett,Walk,324,0
4883,Brigitte,Train,74,63.97
4884,Ogdan,Motor Bike,197,61.49
4885,Garwood,Bike,82,0
4886,Nonah,Motor Bike,475,42.2
4887,Matti,Bus,249,5.37
4888,Decca,E-scooter,309,95.69
4889,Beckie,Car,43,60.22
4890,Torey,Bike,156,0
4891,Brian,E-scooter,172,64.16
4892,Hartwell,Car,369,75.03
4893,Kristos,Car,96,68.35
4894,Garek,Walk,223,0
4895,Betti,Car,379,68.73
4896,King,E-scooter,423,51.46
4897,Frederique,Bike,191,0
4898,Bernard,Car,89,24.66
4899,Rhetta,Bike,114,0
4900,Tabby,Bike,427,0
4901,Devlin,Bus,101,85.26
4902,Jehanna,Train,53,84.74
4903,Malchy,Train,397,75.87
4904,Ezra,Bike,474,0
4905,Teirtza,Motor Bike,277,30.43
4906,Brandi,Train,339,28.76
4907,Joanne,E-scooter,216,2.41
4908,Zola,Motor Bike,168,52.66
4909,Mendy,E-scooter,216,85.88
4910,Leonanie,Bike,404,0
4911,Ulric,Bike,88,0
4912,Clem,E-scooter,144,84.36
4913,Margi,E-scooter,263,23.93
4914,Haskel,Walk,283,0
4915,Britt,Motor Bike,290,25.64
4916,Charmain,Motor Bike,485,47.66
4917,Carlyn,Car,371,39.7
4918,Bird,Walk,136,0
4919,Clark,Train,0,30.32
4920,Welby,Bike,320,0
4921,Isacco,Bus,383,8.96
4922,Jany,Train,133,90.22
4923,Cass,Walk,129,0
4924,Jocelyn,Bus,120,14.02
4925,Willis,Bus,141,72.72
4926,Elana,Train,283,24.41
4927,Prisca,Walk,320,0
4928,Galvan,Train,315,0.22
4929,Edward,Bus,233,4.89
4930,Betteanne,Train,223,9.65
4931,Iggie,Motor Bike,217,17.16
4932,Obie,Bike,385,0
4933,Skipp,Bike,320,0
4934,Mercie,Bike,386,0
4935,Edythe,Walk,146,0
4936,Maxy,Train,370,26.75
4937,Karel,Train,167,1.58
4938,Brooke,Walk,41,0
4939,Bunny,Bus,408,32.44
4940,Web,Walk,97,0
4941,Krystal,Car,116,59.25
4942,Dorrie,Motor Bike,448,71.67
4943,Luz,Train,132,61.34
4944,Barbara-anne,Walk,40,0
4945,Hanni,Car,213,65.27
4946,Dorise,Bike,413,0
4947,Frankie,E-scooter,322,69.92
4948,Theresina,Bike,65,0
4949,Webster,Bus,74,22.22
4950,Keith,Bike,38,0
4951,Deeann,Bike,201,0
4952,Del,Walk,347,0
4953,Sheryl,Bus,300,64.82
4954,Sancho,E-scooter,63,61.94
4955,Jamey,Walk,268,0
4956,Marjorie,Walk,348,0
4957,Louis,Car,69,23.71
4958,Kacie,Motor Bike,43,27.15
4959,Shalna,Car,23,90.81
4960,Anselm,Bike,363,0
4961,Francine,Train,270,83.43
4962,Myles,Car,75,62.56
4963,Phil,Bike,44,0
4964,Roderich,E-scooter,298,25.66
4965,Tami,Walk,67,0
4966,Noelyn,Bike,470,0
4967,Camey,Car,262,10.12
4968,Garry,Train,373,37.69
4969,Tana,Car,290,30.39
4970,Mariana,Train,104,77.4
4971,Stormy,E-scooter,152,85.63
4972,Dido,Car,392,30.05
4973,Briggs,Walk,51,0
4974,Elvera,Walk,18,0
4975,Efrem,Bike,335,0
4976,Martelle,Train,437,47.79
4977,Germaine,Bike,301,0
4978,Loree,Bike,314,0
4979,Parker,Walk,141,0
4980,Mikkel,Bike,181,0
4981,Lilith,Train,406,68.1
4982,Tobye,Car,38,0.09
4983,Stormy,Motor Bike,127,20.19
4984,Evelin,Bike,39,0
4985,Natty,Train,109,46.6
4986,Vivyanne,Bike,337,0
4987,Ambrosius,Train,372,87.18
4988,Sergeant,Walk,0,0
4989,Addy,Car,314,44.46
4990,Phedra,Bus,205,37.73
4991,Tarrance,Walk,278,0
4992,Heddie,Walk,147,0
4993,Lazaro,Train,418,80.64
4994,Sherline,Bike,200,0
4995,Ximenez,Bike,226,0
4996,Valera,Bike,458,0
4997,Gradey,Train,148,52.47
4998,Lynnette,Bus,175,1.05
4999,Cheryl,Motor Bike,156,13.94
5000,Mauricio,Bike,461,0
5001,Olly,Motor Bike,137,79.52
5002,Ware,E-scooter,409,14.88
5003,Faustina,E-scooter,32,87.65
5004,Stephi,Car,232,72.3
5005,Cordell,Car,423,66.19
5006,Kathie,E-scooter,153,67.76
5007,Nani,Walk,491,0
5008,Debra,Bus,435,22.91
5009,Pate,Train,255,5.89
5010,Oliy,Car,251,54.62
5011,Malorie,Train,227,10.09
5012,Xenos,E-scooter,197,38.61
5013,Chalmers,Bike,241,0
5014,Kyle,Walk,124,0
5015,Ariel,Train,441,10.96
5016,Nissie,Bike,270,0
5017,Beverlie,Walk,463,0
5018,Kerri,Bike,328,0
5019,Lynnett,E-scooter,439,23.66
5020,Arabelle,Train,473,19.37
5021,Ernesta,Bike,494,0
5022,Elliott,Train,161,69.89
5023,Graham,Bike,223,0
5024,Bria,Train,284,33.95
5025,Tabbie,Car,200,16.3
5026,Klaus,Walk,317,0
5027,Karry,Car,405,83.48
5028,Randene,Bike,426,0
5029,Brew,E-scooter,187,2.52
5030,Melli,Train,54,81.2
5031,Jedidiah,E-scooter,255,72.98
5032,Sarene,Motor Bike,192,88.56
5033,Diannne,Motor Bike,274,57.58
5034,Rochette,Motor Bike,338,27.87
5035,Gizela,E-scooter,12,37.22
5036,Hilliard,Motor Bike,150,97.81
5037,Elna,Train,149,42.53
5038,Charmain,E-scooter,155,2.82
5039,Therine,Train,58,86.92
5040,Jourdan,Bike,368,0
5041,Cirilo,Bus,235,76.93
5042,Felecia,Motor Bike,68,28.05
5043,Valentino,Walk,405,0
5044,Alexa,E-scooter,472,66.87
5045,Jenelle,Motor Bike,177,32.71
5046,Ruthanne,Car,225,93.58
5047,Jeannette,Motor Bike,327,41.53
5048,Jeannette,Car,416,46.85
5049,Hamnet,Motor Bike,452,58.73
5050,Cris,Walk,23,0
5051,Mick,Bus,443,47.74
5052,Shaylynn,Motor Bike,208,0.14
5053,Juliana,Bus,472,58.71
5054,Alano,Walk,302,0
5055,Bernardina,E-scooter,34,86.59
5056,Gusty,Bus,452,89.69
5057,Gayleen,E-scooter,336,23.38
5058,Rakel,E-scooter,276,30.03
5059,Ursulina,Walk,310,0
5060,Tab,Train,437,12.85
5061,Terrence,Motor Bike,219,11.91
5062,Katharina,Bus,6,90.27
5063,Lian,Train,49,28.79
5064,Karita,Bus,18,46.44
5065,Beck,Bus,174,42.94
5066,Van,Bike,376,0
5067,Hilliary,Car,89,87.31
5068,Avivah,E-scooter,381,79.19
5069,Lennard,Car,216,37.32
5070,Keslie,Car,138,66.98
5071,Dennison,Bus,340,54.1
5072,Ad,Car,173,86.47
5073,Linet,Bike,59,0
5074,Klarika,E-scooter,120,62.83
5075,Cesar,Bus,74,31.78
5076,Loralyn,Motor Bike,3,70.82
5077,Savina,Walk,407,0
5078,Ludovico,Bike,0,0
5079,Ashly,Walk,399,0
5080,Cassie,Train,493,18.14
5081,Meridel,E-scooter,473,75.41
5082,Giordano,Motor Bike,496,80.56
5083,Frank,Walk,16,0
5084,Ari,Train,196,83.32
5085,Kerstin,Bus,76,59.35
5086,Quint,Car,0,41.87
5087,Klarika,Bike,155,0
5088,Madalena,Bike,429,0
5089,Biddy,E-scooter,313,85.08
5090,Ingmar,Car,347,65.56
5091,Creigh,Bus,131,8.84
5092,Adelind,E-scooter,121,24.66
5093,Merl,Train,220,4.6
5094,Mariejeanne,Bus,285,63.24
5095,Harley,E-scooter,45,69.71
5096,Rosco,Walk,92,0
5097,Carole,Bike,54,0
5098,Bobina,Bike,332,0
5099,Giraldo,Bike,174,0
5100,Lydie,E-scooter,128,26.05
5101,Kort,Walk,27,0
5102,Izabel,Car,208,90.01
5103,Domini,Walk,376,0
5104,Junina,Motor Bike,101,11.67
5105,Jessamyn,Motor Bike,313,47.49
5106,Aurore,Bike,462,0
5107,Gusti,Bike,337,0
5108,Massimiliano,Walk,321,0
5109,Anetta,Bus,110,10.37
5110,Chiquia,Car,439,33.23
5111,Darill,Train,398,37.44
5112,Mina,Car,337,1.14
5113,Estevan,Train,488,11.76
5114,Josiah,Motor Bike,398,12.23
5115,Pablo,Car,195,81.5
5116,Den,Bus,59,76.69
5117,Chanda,Bike,74,0
5118,Ernesto,Motor Bike,186,88.43
5119,Josephine,Walk,275,0
5120,Dino,Bus,226,24.1
5121,Merrill,Motor Bike,426,54.12
5122,Desiree,Bus,391,17.27
5123,Cirstoforo,Bus,254,75.07
5124,Vidovic,Motor Bike,500,11.71
5125,Archambault,Motor Bike,111,62.93
5126,Ofilia,Bike,480,0
5127,Constantino,Walk,72,0
5128,Debera,Train,485,45.2
5129,Johannes,Walk,171,0
5130,Dorry,Motor Bike,257,49.56
5131,Cordy,Motor Bike,91,27.52
5132,Marietta,Car,0,94.43
5133,Caterina,E-scooter,249,80.09
5134,Reggi,Motor Bike,114,67.12
5135,Arny,Car,94,0.07
5136,Theo,Car,178,15.93
5137,Mattie,Train,349,34.74
5138,Dallon,Bus,417,9.32
5139,Denney,Motor Bike,438,1
5140,Mikel,Bus,176,57.03
5141,Tamma,Bike,222,0
5142,Agnes,Train,500,71.36
5143,Zita,Car,438,19.59
5144,Cordi,E-scooter,435,78.52
5145,Zenia,Car,151,62.12
5146,Leta,Bike,0,0
5147,Doreen,Walk,303,0
5148,Ophelie,Walk,307,0
5149,Fidelio,E-scooter,109,8.54
5150,Tana,Bike,276,0
5151,Deanna,Train,61,47.25
5152,Jacynth,Car,5,79.07
5153,Martina,Motor Bike,215,45.62
5154,Arleta,Bus,50,3.69
5155,Davon,Train,479,87.18
5156,Kordula,Bike,480,0
5157,Cecil,Train,92,86.13
5158,Nobe,Train,40,9.32
5159,Debera,Train,97,38.73
5160,Ann-marie,E-scooter,10,54.56
5161,Faun,Bus,394,61.47
5162,Artur,Motor Bike,482,91.23
5163,Georges,Train,480,94.65
5164,Chane,Train,390,14.92
5165,Melinde,Train,216,51.22
5166,Miquela,E-scooter,258,65.76
5167,Darcie,Train,434,58.65
5168,Zilvia,Car,478,18.03
5169,Tadeo,Motor Bike,58,73.24
5170,Ernst,Walk,280,0
5171,Trey,Bike,144,0
5172,Davina,E-scooter,455,55.61
5173,Walther,Car,456,24.47
5174,Ofelia,E-scooter,474,62.42
5175,Tracy,Bus,98,86.9
5176,Carroll,E-scooter,390,43.32
5177,Ricard,Walk,233,0
5178,Tarra,Car,38,14.95
5179,Nathalie,Train,203,90.59
5180,Helenelizabeth,E-scooter,412,99.98
5181,Rivi,Bus,6,73.73
5182,Drusy,Train,198,10.47
5183,Alix,Bike,0,0
5184,Tildie,Car,366,42.52
5185,Leesa,Walk,18,0
5186,Ida,Motor Bike,127,37.39
5187,Noll,Car,426,58.78
5188,Hester,Walk,225,0
5189,Deloris,Motor Bike,234,37.68
5190,Sibella,Walk,364,0
5191,Suzanne,Train,84,88.2
5192,Jacklyn,Motor Bike,217,38.52
5193,Jenilee,Bike,216,0
5194,Evelina,Bus,94,66.64
5195,Cheryl,E-scooter,161,52.39
5196,Stu,Car,470,90.33
5197,Brooke,Car,105,21.59
5198,Elliot,Motor Bike,360,21.36
5199,Drucie,Walk,1,0
5200,Leilah,Car,248,74.59
5201,Murielle,Bike,10,0
5202,Emmett,Car,496,74.99
5203,Devon,Bike,210,0
5204,Neala,Walk,201,0
5205,Zebedee,Walk,473,0
5206,Cassandre,E-scooter,369,57.71
5207,Isador,Bike,404,0
5208,Werner,Motor Bike,135,46.32
5209,Sonny,Train,435,74.38
5210,Sybila,E-scooter,434,38.07
5211,Morganica,Car,408,46.17
5212,Zebulon,E-scooter,103,89.64
5213,Florinda,Bike,423,0
5214,Maure,Motor Bike,0,92.03
5215,Kayne,Bike,480,0
5216,Ferdie,Bus,346,52.63
5217,Egon,E-scooter,10,6.65
5218,Curtice,E-scooter,24,73.43
5219,Gypsy,Motor Bike,247,43.81
5220,Rollins,Motor Bike,84,3.69
5221,Somerset,Walk,261,0
5222,Ardisj,E-scooter,168,52.78
5223,Wiatt,Car,408,15.85
5224,Libbi,Bus,11,66.43
5225,Ugo,Bus,382,48.1
5226,Veronique,E-scooter,278,30.58
5227,Vale,Motor Bike,226,42.39
5228,Udell,Bus,404,80.63
5229,Byrom,Car,208,65.36
5230,Georg,Motor Bike,356,22.05
5231,Gregoor,Walk,382,0
5232,Vite,Train,358,67.77
5233,Nelly,Bike,317,0
5234,Ludovico,Motor Bike,438,43.57
5235,Mattie,E-scooter,183,96.6
5236,Lauri,Train,309,57.91
5237,Inge,Bus,488,48.75
5238,Lind,Train,380,35.71
5239,Hillery,Bus,346,38.32
5240,Parnell,Motor Bike,325,62.23
5241,Matthew,Car,349,66.74
5242,Mandel,Car,411,14.34
5243,Zenia,E-scooter,183,0.29
5244,Boone,Walk,448,0
5245,Yolanda,Bike,224,0
5246,Rhett,Walk,427,0
5247,Walther,Bike,368,0
5248,Eldredge,Train,480,2.95
5249,Burtie,Walk,217,0
5250,Pearline,Bus,42,53.59
5251,Maddie,Car,500,82.42
5252,Merrel,Train,120,80.15
5253,Hermia,Motor Bike,64,68.51
5254,Ferdinande,Bus,115,25.52
5255,Arvie,Motor Bike,278,53.91
5256,Demetrius,Train,170,5.51
5257,Devina,Motor Bike,209,8.6
5258,Lyndy,Bike,111,0
5259,Ramon,Train,342,11.05
5260,Ernst,Train,69,26.67
5261,Selle,Bus,373,0.49
5262,Ivie,E-scooter,156,93.49
5263,Mag,Car,162,6.61
5264,Judah,E-scooter,317,4.02
5265,Tamarah,Walk,60,0
5266,Florian,Motor Bike,42,75.79
5267,Madonna,Bike,349,0
5268,Jock,Train,416,49.8
5269,Brade,Motor Bike,135,0.01
5270,Maren,E-scooter,366,59.27
5271,Kassia,Motor Bike,268,12.92
5272,Lorita,Motor Bike,347,63.2
5273,Nelson,Bike,360,0
5274,Gail,Car,289,87.05
5275,Cross,Motor Bike,188,23.65
5276,Felicity,Bike,268,0
5277,Lexis,Car,301,37.24
5278,Wolfie,Bus,215,9.29
5279,Matilde,Walk,132,0
5280,Jacenta,Bus,235,13.71
5281,Kaleena,E-scooter,402,62.28
5282,Martynne,Motor Bike,247,91.81
5283,Chery,Train,86,14.43
5284,Ofelia,Car,356,4.5
5285,Rafe,E-scooter,250,17.14
5286,Jori,Car,262,62.08
5287,Bordy,Car,487,57.25
5288,Lois,Bus,215,92.95
5289,Mort,Train,344,97.53
5290,Christel,Motor Bike,462,39.97
5291,Lin,Motor Bike,139,72.1
5292,Neila,Motor Bike,499,68.19
5293,Thekla,Motor Bike,392,90.29
5294,Saw,Train,366,17.99
5295,Benedicta,Motor Bike,321,23.96
5296,Hamlin,Walk,208,0
5297,Gerhard,Bike,251,0
5298,Ammamaria,Car,214,37.46
5299,Nola,Walk,495,0
5300,Jermayne,Motor Bike,433,13.77
5301,Violette,Motor Bike,49,89.88
5302,Cathrine,E-scooter,330,86.37
5303,Patsy,Motor Bike,234,71.01
5304,Haley,Bike,115,0
5305,Barbee,E-scooter,474,50.74
5306,Flemming,Car,497,18.36
5307,Ricca,E-scooter,356,65
5308,Wallie,Train,178,93.89
5309,Glenden,Car,26,49.55
5310,Devon,Train,16,32.96
5311,Dmitri,Motor Bike,372,58.21
5312,Alysia,E-scooter,412,7.98
5313,Blondell,Bike,322,0
5314,Frank,Bike,280,0
5315,Rudy,Train,224,28.92
5316,Konstanze,Bike,321,0
5317,Gratia,Car,312,7.14
5318,Randal,Train,199,86.68
5319,Chantalle,Bike,265,0
5320,Lucia,Bike,328,0
5321,Anitra,Train,55,64.35
5322,Zackariah,E-scooter,205,31.98
